,Recommended Mapping Category,Relevancy Label,refSource,Unnamed: 4,category,label,targetType,adword,mappingModality,version,targetLabel,score,version.1
1904,,L,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.742375908,2
1905,,N,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Real Estate|Office Property,text+video,2,Real Estate|Office Property,0.790820952,2
1906,,N,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.760331337,2
1907,,N,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.756844155,2
1908,,N,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Style & Fashion|Women's Fashion|Women's Accessories|Women's Jewelry and Watches,text+video,2,Style & Fashion|||Women's Jewelry and Watches,0.714165107,2
1909,,N,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Technology & Computing|Consumer Electronics,text+video,2,Technology & Computing|Consumer Electronics,0.749363274,2
1910,,N,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Travel|Travel Accessories,text+video,2,Travel|Travel Accessories,0.713261722,2
1911,,N,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Real Estate|Apartments,text+video,2,Real Estate|Apartments,0.6977219579999999,2
1912,,N,imagenet,,building,"['mobile home', 'manufactured home']",inclusion,Real Estate|Hotel Properties,text+video,2,Real Estate|Hotel Properties,0.706763775,2
1913,,N,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Body Styles|Commercial Trucks,text+video,2,Automotive||Commercial Trucks,0.73374621,2
1914,,N,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Body Styles|Pickup Trucks,text+video,2,Automotive||Pickup Trucks,0.7214419590000001,2
1915,,N,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Type|Green Vehicles,text+video,2,Automotive||Green Vehicles,0.778236844,2
1916,,N,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Type|Luxury Cars,text+video,2,Automotive||Luxury Cars,0.7426362040000001,2
1917,,H,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Type,text+video,2,Automotive|Auto Type,0.777338775,2
1918,,L,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Repair,text+video,2,Automotive|Auto Repair,0.724097129,2
1919,,L,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Shows,text+video,2,Automotive|Auto Shows,0.765975518,2
1920,,N,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Body Styles|Convertible,text+video,2,Automotive||Convertible,0.624258425,2
1921,,N,imagenet,,vehicle,['Model T'],inclusion,Automotive|Auto Body Styles|Coupe,text+video,2,Automotive||Coupe,0.649871048,2
1922,,H,imagenet,,electronics,['modem'],inclusion,Technology & Computing|Computing|Laptops,text+video,2,Technology & Computing||Laptops,0.732750342,2
1923,,H,imagenet,,electronics,['modem'],inclusion,Technology & Computing|Consumer Electronics,text+video,2,Technology & Computing|Consumer Electronics,0.82030376,2
1924,,L,imagenet,,electronics,['modem'],inclusion,Technology & Computing|Consumer Electronics|Smartphones,text+video,2,Technology & Computing||Smartphones,0.636021453,2
1925,,N,imagenet,,butterfly,"['monarch', 'monarch butterfly', 'milkweed butterfly', 'Danaus plexippus']",inclusion,Pets|Birds,text+video,2,Pets|Birds,0.7165324009999999,2
1926,,N,imagenet,,electronics,['monitor'],inclusion,Automotive,text+video,2,Automotive,0.736642993,2
1927,,N,imagenet,,electronics,['monitor'],inclusion,Business and Finance|Industries|Automotive Industry,text+video,2,Business and Finance||Automotive Industry,0.742715034,2
1928,,N,imagenet,,electronics,['monitor'],inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.716718382,2
1929,,H,imagenet,,electronics,['monitor'],inclusion,Technology & Computing,text+video,2,Technology & Computing,0.737789192,2
1930,,H,imagenet,,electronics,['monitor'],inclusion,Technology & Computing|Computing|Laptops,text+video,2,Technology & Computing||Laptops,0.7486362190000001,2
1931,,H,imagenet,,electronics,['monitor'],inclusion,Technology & Computing|Consumer Electronics,text+video,2,Technology & Computing|Consumer Electronics,0.85198292,2
1932,,H,imagenet,,electronics,['monitor'],inclusion,Technology & Computing|Consumer Electronics|Cameras and Camcorders,text+video,2,Technology & Computing||Cameras and Camcorders,0.73470964,2
1933,,L,imagenet,,electronics,['monitor'],inclusion,Technology & Computing|Consumer Electronics|Smartphones,text+video,2,Technology & Computing||Smartphones,0.598663343,2
1934,,L,imagenet,,electronics,['monitor'],inclusion,Business and Finance|Industries|Telecommunications Industry,text+video,2,Business and Finance||Telecommunications Industry,0.710213937,2
1935,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Body Styles|Commercial Trucks,text+video,2,Automotive||Commercial Trucks,0.7209467509999999,2
1936,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Body Styles|SUV,text+video,2,Automotive||SUV,0.722487565,2
1937,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Body Styles|Minivan,text+video,2,Automotive||Minivan,0.7725088459999999,2
1938,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Body Styles|Pickup Trucks,text+video,2,Automotive||Pickup Trucks,0.74632888,2
1939,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Type|Green Vehicles,text+video,2,Automotive||Green Vehicles,0.7728687479999999,2
1940,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Type|Luxury Cars,text+video,2,Automotive||Luxury Cars,0.735684888,2
1941,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Type,text+video,2,Automotive|Auto Type,0.711165777,2
1942,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Parts,text+video,2,Automotive|Auto Parts,0.757499568,2
1943,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Repair,text+video,2,Automotive|Auto Repair,0.735882391,2
1944,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Rentals,text+video,2,Automotive|Auto Rentals,0.7139115229999999,2
1945,,N,imagenet,,vehicle,['moped'],inclusion,Automotive|Auto Body Styles|Convertible,text+video,2,Automotive||Convertible,0.6144383170000001,2
1946,,H,imagenet,,cooking,['mortar'],inclusion,Food & Drink|Barbecues and Grilling,text+video,2,Food & Drink|Barbecues and Grilling,0.730864518,2
1947,,H,imagenet,,cooking,['mortar'],inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.8481564709999999,2
1948,,N,imagenet,,cooking,['mortar'],inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.77765153,2
1949,,L,imagenet,,building,['mosque'],inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.75119575,2
1950,,N,imagenet,,other,['mosquito net'],inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.732548192,2
1951,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Body Styles,text+video,2,Automotive|Auto Body Styles,0.712545781,2
1952,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Body Styles|Commercial Trucks,text+video,2,Automotive||Commercial Trucks,0.732921281,2
1953,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Body Styles|SUV,text+video,2,Automotive||SUV,0.7134865440000001,2
1954,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Body Styles|Minivan,text+video,2,Automotive||Minivan,0.74041464,2
1955,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Body Styles|Pickup Trucks,text+video,2,Automotive||Pickup Trucks,0.743235465,2
1956,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Type|Green Vehicles,text+video,2,Automotive||Green Vehicles,0.772183015,2
1957,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Type|Luxury Cars,text+video,2,Automotive||Luxury Cars,0.754004227,2
1958,,H,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Type,text+video,2,Automotive|Auto Type,0.740861338,2
1959,,H,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Motorcycles,text+video,2,Automotive|Motorcycles,0.8380423379999999,2
1960,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Parts,text+video,2,Automotive|Auto Parts,0.77942979,2
1961,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Repair,text+video,2,Automotive|Auto Repair,0.748036312,2
1962,,H,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Rentals,text+video,2,Automotive|Auto Rentals,0.7240475690000001,2
1963,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Body Styles|Convertible,text+video,2,Automotive||Convertible,0.644744377,2
1964,,N,imagenet,,vehicle,"['motor scooter', 'scooter']",inclusion,Automotive|Auto Body Styles|Coupe,text+video,2,Automotive||Coupe,0.641503146,2
1965,,N,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Automotive|Auto Type|Green Vehicles,text+video,2,Automotive||Green Vehicles,0.772496915,2
1966,,N,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Automotive|Auto Type|Luxury Cars,text+video,2,Automotive||Luxury Cars,0.737376758,2
1967,,N,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Automotive|Motorcycles,text+video,2,Automotive|Motorcycles,0.750317027,2
1968,,N,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.822271835,2
1969,,N,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Automotive|Auto Parts,text+video,2,Automotive|Auto Parts,0.7221548790000001,2
1970,,H,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Events and Attractions|Parks & Nature,text+video,2,Events and Attractions|Parks & Nature,0.719296433,2
1971,,N,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Travel|Travel Type|Rail Travel,text+video,2,Travel||Rail Travel,0.739788421,2
1972,,N,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Travel|Travel Type|Air Travel,text+video,2,Travel||Air Travel,0.71511422,2
1973,,N,imagenet,,vehicle,"['mountain bike', 'all-terrain bike', 'off-roader']",inclusion,Travel|Travel Type|Beach Travel,text+video,2,Travel||Beach Travel,0.7336282479999999,2
1974,,N,imagenet,,building,['mountain tent'],inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.731926519,2
1975,,N,imagenet,,building,['mountain tent'],inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.7375867190000001,2
1976,,N,imagenet,,building,['mountain tent'],inclusion,Home & Garden,text+video,2,Home & Garden,0.72978696,2
1977,,N,imagenet,,building,['mountain tent'],inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.71215513,2
1978,,N,imagenet,,building,['mountain tent'],inclusion,Real Estate|Houses,text+video,2,Real Estate|Houses,0.759107785,2
1979,,N,imagenet,,building,['mountain tent'],inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.746983446,2
1980,,L,imagenet,,building,['mountain tent'],inclusion,Travel|Travel Locations|North America Travel,text+video,2,Travel||North America Travel,0.7226875140000001,2
1981,,L,imagenet,,building,['mountain tent'],inclusion,Travel|Travel Locations|South America Travel,text+video,2,Travel||South America Travel,0.713355016,2
1982,,H,imagenet,,rodent,"['mouse', 'computer mouse']",inclusion,Technology & Computing|Computing|Desktops,text+video,2,Technology & Computing||Desktops,0.630952587,2
1983,,H,imagenet,,technology,['mousetrap'],inclusion,Business and Finance|Industries|Technology Industry,text+video,2,Business and Finance||Technology Industry,0.794790925,2
1984,,N,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Body Styles,text+video,2,Automotive|Auto Body Styles,0.72763011,2
1985,,N,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Body Styles|Station Wagon,text+video,2,Automotive||Station Wagon,0.72309884,2
1986,,N,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Body Styles|Minivan,text+video,2,Automotive||Minivan,0.754850145,2
1987,,L,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Body Styles|Pickup Trucks,text+video,2,Automotive||Pickup Trucks,0.7730160420000001,2
1988,,N,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Type|Green Vehicles,text+video,2,Automotive||Green Vehicles,0.790463529,2
1989,,N,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Type|Luxury Cars,text+video,2,Automotive||Luxury Cars,0.7476463000000001,2
1990,,H,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Type,text+video,2,Automotive|Auto Type,0.712081964,2
1991,,N,imagenet,,vehicle,['moving van'],inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.730325087,2
1992,,L,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Parts,text+video,2,Automotive|Auto Parts,0.73493018,2
1993,,N,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Shows,text+video,2,Automotive|Auto Shows,0.740658073,2
1994,,H,imagenet,,vehicle,['moving van'],inclusion,Automotive|Auto Rentals,text+video,2,Automotive|Auto Rentals,0.726499549,2
1995,,H,imagenet,,vehicle,['moving van'],inclusion,Business and Finance|Industries|Logistics and Transportation Industry,text+video,2,Business and Finance||Logistics and Transportation Industry,0.7161400090000001,2
1996,,N,imagenet,,turtle,['mud turtle'],inclusion,Pets|Birds,text+video,2,Pets|Birds,0.726897329,2
1997,,L,topic_slice,,,['Music'],inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.724202171,2
1998,,H,topic_slice,,,['Music'],inclusion,Events and Attractions|Concerts & Music Events,text+video,2,Events and Attractions|Concerts & Music Events,0.84883788,2
1999,,H,topic_slice,,,['Music'],inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.80190291,2
2000,,H,topic_slice,,,['Music'],inclusion,Music and Audio,text+video,2,Music and Audio,0.878411773,2
2001,,H,topic_slice,,,['Music'],inclusion,Pop Culture,text+video,2,Pop Culture,0.7724767579999999,2
2002,,N,imagenet,,tool,['nail'],inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.719859655,2
2003,,N,imagenet,,accessory,['neck brace'],inclusion,Automotive|Auto Body Styles,text+video,2,Automotive|Auto Body Styles,0.738242967,2
2004,,N,imagenet,,accessory,['neck brace'],inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.7143534220000001,2
2005,,N,imagenet,,accessory,['necklace'],inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.719719676,2
2006,,H,imagenet,,accessory,['necklace'],inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.771186549,2
2007,,N,imagenet,,accessory,['necklace'],inclusion,Travel|Travel Accessories,text+video,2,Travel|Travel Accessories,0.7519916170000001,2
2008,,H,imagenet,,dog,"['Newfoundland', 'Newfoundland dog']",inclusion,Pets,text+video,2,Pets,0.739168039,2
2009,,N,imagenet,,dog,"['Newfoundland', 'Newfoundland dog']",inclusion,Pets|Cats,text+video,2,Pets|Cats,0.755939047,2
2010,,H,imagenet,,dog,"['Newfoundland', 'Newfoundland dog']",inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.824601977,2
2011,,H,topic_slice,,,['News'],inclusion,Business and Finance|Industries|Entertainment Industry,text+video,2,Business and Finance||Entertainment Industry,0.715215536,2
2012,,H,topic_slice,,,['News'],inclusion,Business and Finance|Industries|Media Industry,text+video,2,Business and Finance||Media Industry,0.743221993,2
2013,,H,imagenet,,dog,['Norfolk terrier'],inclusion,Pets,text+video,2,Pets,0.757564217,2
2014,,N,imagenet,,dog,['Norfolk terrier'],inclusion,Pets|Cats,text+video,2,Pets|Cats,0.761885907,2
2015,,H,imagenet,,dog,['Norfolk terrier'],inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.828581607,2
2016,,H,imagenet,,dog,['Norwich terrier'],inclusion,Pets,text+video,2,Pets,0.7497786590000001,2
2017,,N,imagenet,,dog,['Norwich terrier'],inclusion,Pets|Cats,text+video,2,Pets|Cats,0.76032483,2
2018,,H,imagenet,,dog,['Norwich terrier'],inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.8246157609999999,2
2019,,N,imagenet,,paper,"['notebook', 'notebook computer']",inclusion,Technology & Computing|Computing|Desktops,text+video,2,Technology & Computing||Desktops,0.714296458,2
2020,,H,imagenet,,paper,"['notebook', 'notebook computer']",inclusion,Technology & Computing|Computing|Laptops,text+video,2,Technology & Computing||Laptops,0.893438721,2
2021,,H,imagenet,,instrument,"['oboe', 'hautboy', 'hautbois']",inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.8223355170000001,2
2022,,N,imagenet,,instrument,"['ocarina', 'sweet potato']",inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.723739,2
2023,,H,imagenet,,instrument,"['ocarina', 'sweet potato']",inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.7249116290000001,2
